occupation_id,category,specialty,nhs_band
1455,Medical & Dental,Dental,
1456,Medical & Dental,Breast Surgery,Specialty Doctor
1457,Medical & Dental,Palliative Care,2
1458,Medical & Dental,Division of Integrated Care,Doctor - Other
1459,Medical & Dental,"Acute Medicine, Emergency Medicine, Geriatric Medicine",
1460,Medical & Dental,"Mental Health, Carleton Clinic",Specialty Registrar
1461,Medical & Dental,Neonatal,Specialty Doctor
1462,Medical & Dental,Paediatric Intensive Care,Doctor - Other
1463,Medical & Dental,Chronic Pain Department,Consultant
1464,Medical & Dental,Undergraduate Education,Doctor - Other
1465,Medical & Dental,Paediatric,Specialty Registrar
1466,Medical & Dental,Rotational,
1467,Medical & Dental,"Colorectal, General & Emergency Surgery",
1468,Medical & Dental,A&E,Doctor - Other
1469,Medical & Dental,General Medical Practice,
1470,Medical & Dental,Pediatrics,Consultant
1471,Medical & Dental,Clinical,Doctor - Other
1472,Medical & Dental,Neuropsychiatry,Consultant
1473,Medical & Dental,Theatres,Doctor - Other
1474,Medical & Dental,GP Practice,Doctor - Other
1475,Medical & Dental,GUM/HIV,Consultant
1476,Medical & Dental,Paediatric Intensive Care,Specialty Registrar
1477,Medical & Dental,COMMUNITY PAEDIATRICS,
1478,Medical & Dental,Accident and Emergency,
1479,Medical & Dental,Leeds & York Forensic Mental Health Service,
1480,Medical & Dental,Women and Children's,
1481,Medical & Dental,Structural Heart Intervention,Doctor - Other
1482,Medical & Dental,Clinical/ Academic Cardiac Electrophysiology,Consultant
1483,Medical & Dental,NICU Oxford,
1484,Medical & Dental,Occupational Therapist,
1485,Medical & Dental,Oral Surgery,Consultant
1486,Medical & Dental,Associate Medical Director,Consultant
1487,Medical & Dental,Uveitis Ophthalmology,Consultant
1488,Medical & Dental,Medical Staffing Section,
1489,Medical & Dental,Head and Neck,Specialty Doctor
1490,Medical & Dental,Putney and Roehampton CMHT,
1491,Medical & Dental,Clinical and Medical Education,
1492,Medical & Dental,Allergy,Consultant
1493,Medical & Dental,Integrated Medicine for the Elderly and Medical Education,
1494,Medical & Dental,Gastroenterolgy,Specialty Doctor
1495,Medical & Dental,Haematology & Oncology,Consultant
1496,Medical & Dental,Women & Childrens,
1497,Medical & Dental,Teaching,Doctor - Other
1498,Medical & Dental,Acute & Specialist Medicine,
1499,Medical & Dental,Obstetrics & Gynaecology - Children's and Families Division,Consultant
1500,Medical & Dental,General Adult Psychiatry,Doctor - Other
1501,Medical & Dental,Consultant in Anaesthetics & ITU,
1502,Medical & Dental,Haematology Oncology,Doctor - Other
1503,Medical & Dental,Radiologist,Consultant
1504,Medical & Dental,Oral & Maxillofacial,Specialty Doctor
1505,Medical & Dental,MSK CBU,Consultant
1506,Medical & Dental,Emergency Medcine,Doctor - Other
1507,Medical & Dental,General Practitioner,Doctor - Other
1508,Medical & Dental,General Practice/Medical Centre,6
1509,Medical & Dental,Inpatient Psychiatry,Consultant
1510,Medical & Dental,Rehabilitation Medicine,Doctor - Other
1511,Medical & Dental,Trust Doctor ST3+,Doctor - Other
1512,Medical & Dental,Arthroplasty,Doctor - Other
1513,Medical & Dental,GI Services,
1514,Medical & Dental,Radiology,Specialty Registrar
1515,Medical & Dental,Complex Spinal Surgery,Consultant
1516,Medical & Dental,Clinical Research,Doctor - Other
1517,Medical & Dental,Gastro/Hepatology,Consultant
1518,Medical & Dental,Trauma & Orthopaedics,Foundation Doctor
1519,Medical & Dental,Upper GI and General Surgeon,Consultant
1520,Medical & Dental,Intensive Care and Anaesthesia,Consultant
1521,Medical & Dental,Operation,Consultant
1522,Medical & Dental,Undergraduate Medical Education & Paediatrics,Doctor - Other
1523,Medical & Dental,AEC,Consultant
1524,Medical & Dental,Brighton and Sussex Medical School Internal Medicine Fellow,Doctor - Other
1525,Medical & Dental,Chronic Fatigue Service and Pain Management,8a
1526,Medical & Dental,"Oral & Maxillofacial, Surgery",Specialty Doctor
1527,Medical & Dental,Dermatology,Foundation Doctor
1528,Medical & Dental,Ambulatory Care,Specialty Registrar
1529,Medical & Dental,Healthcare Assistant,2
1530,Medical & Dental,Mental Health Services for Older People,Consultant
1531,Medical & Dental,Cardiothoracic,
1532,Medical & Dental,"Surgery, Trauma & Orthoapedics, Urology",
1533,Medical & Dental,Histopathology UHNT,
1534,Medical & Dental,Healthcare,
1535,Medical & Dental,Queen Square - Uro-Neurology,
1536,Medical & Dental,Anaesthetics/ICU,
1537,Medical & Dental,T&O Lower Limb,
1538,Medical & Dental,Young Adult Hips,Doctor - Other
1539,Medical & Dental,HPB & Hepatology,
1540,Medical & Dental,Consultant Gastroenterologist,Doctor - Other
1541,Medical & Dental,Critical Care Medicine,Specialty Registrar
1542,Medical & Dental,Emergency Medcine,
1543,Medical & Dental,Plastics,
1544,Medical & Dental,Gastroenterology,Specialty Registrar
1545,Medical & Dental,Radiologist - General,Consultant
1546,Medical & Dental,Paediatric Medicine,Doctor - Other
1547,Medical & Dental,CAMHS Service Neuropsychiatry Team,Specialty Doctor
1548,Medical & Dental,Health and Wellbeing,8d
1549,Medical & Dental,Education,Doctor - Other
1550,Medical & Dental,Old Age,
1551,Medical & Dental,Trauma Anaesthesia,Doctor - Other
1552,Medical & Dental,Psychiatry of Intellectual Disability,Specialty Registrar
1553,Medical & Dental,Old Age Psychiatry,Specialty Registrar
1554,Medical & Dental,Health Intelligence WMCA,8d
1555,Medical & Dental,Derby,
1556,Medical & Dental,Paediatric Liver,
1557,Medical & Dental,VR/MR,
1558,Medical & Dental,Endocrine and Diabeties,
1559,Medical & Dental,DMOP,Specialty Doctor
1560,Medical & Dental,Theatres,Specialty Doctor
1561,Medical & Dental,Paediatric Haematology,
1562,Medical & Dental,Consultant Anaethetist with a special interest in Regional Anaesthesia,Consultant
1563,Medical & Dental,Gynaecological Surgery,Doctor - Other
1564,Medical & Dental,Consultant Anaethetist with a special interest in Paediatric Anaesthesia,Consultant
1565,Medical & Dental,Adult Mental Health Services,Consultant
1566,Medical & Dental,Histopathology/Cytopathology,
1567,Medical & Dental,Mental Health,Doctor - Other
1568,Medical & Dental,"Medicine, Nottingham",
1569,Medical & Dental,Consultant Anaesthetist with a special Interest in Perioperative Medicine,Consultant
1570,Medical & Dental,GUM,
1571,Medical & Dental,GU Medicine 10 Hammersmith Broadway,
1572,Medical & Dental,Dermatology and Epidermolysis Bullosa,Specialty Registrar
1573,Medical & Dental,Haematology and Oncology,
1574,Medical & Dental,Gastroenterology Medicine- GI services,
1575,Medical & Dental,Geriatrics Community,Doctor - Other
1576,Medical & Dental,Oral Medicine & Facial Pain,Consultant
1577,Medical & Dental,Major Trauma,Specialty Registrar
1578,Medical & Dental,Forensic Intellectual Disability Psychiatry,Consultant
1579,Medical & Dental,Haemato-oncology,Consultant
1580,Medical & Dental,Consultant Histopathologist,Consultant
1581,Medical & Dental,Research,3
1582,Medical & Dental,National Infection Service - South West,8d
1583,Medical & Dental,Surgery & Cancer Division,Consultant
1584,Medical & Dental,Non NHS Employer,
1585,Medical & Dental,Strategy,
1586,Medical & Dental,Older Adults - Liaison and Community,
1587,Medical & Dental,General surgery,Specialty Registrar
1588,Medical & Dental,National Infection Service - East of England,8d
1589,Medical & Dental,HAST CCG,
1590,Medical & Dental,Upper GI Surgery,Specialty Registrar
1591,Medical & Dental,Diabetes & Endocrinology and General Medicine,Consultant
1592,Medical & Dental,Nursing & Quality,
1593,Medical & Dental,Haemato-oncology,Doctor - Other
1594,Medical & Dental,Advanced Head and Neck Surgery,Specialty Registrar
1595,Medical & Dental,Joint Reconstruction/Sarcoma,
1596,Medical & Dental,Paediatrics & Neonates,
1597,Medical & Dental,Medical Oncology - Renal and Melanoma,
1598,Medical & Dental,Specialist Surgery,
1599,Medical & Dental,Paediatric Diagnostic Radiology,Consultant
1600,Medical & Dental,Paediatric Cardiothoracic Anaesthesia,Specialty Registrar
1601,Medical & Dental,Uveitis,Consultant
1602,Medical & Dental,Truama & Orthopaedics,
1603,Medical & Dental,Medical Systems Improvement,Doctor - Other
1604,Medical & Dental,Trauma & Orthpaedics,Specialty Registrar
1605,Medical & Dental,Geriatric Medicine ST3,Specialty Doctor
1606,Medical & Dental,General Practice ST1,Specialty Doctor
1607,Medical & Dental,Palliative Medicine ST3,Specialty Doctor
1608,Medical & Dental,Medical Microbiology ST3,Specialty Doctor
1609,Medical & Dental,Planned Care Division,
1610,Medical & Dental,Psychiatry - Acute,Specialty Doctor
1611,Medical & Dental,Trauma and Orthopaedics,Specialty Doctor
1612,Medical & Dental,"Ear, Nose & Throat",
1613,Medical & Dental,Respiratory and General Medicine,Consultant
1614,Medical & Dental,Ellis Ward,
1615,Medical & Dental,Jupiter Ward,
1616,Medical & Dental,Women's Services,Doctor - Other
1617,Medical & Dental,Lilac Ward,
1618,Medical & Dental,Slow-stream Rehabilitation Service and Complex Disability Management,Consultant
1619,Medical & Dental,Regional Hyper-acute Rehabilitation Unit,Doctor - Other
1620,Medical & Dental,Surgery - Vasectomy,
1621,Medical & Dental,General Adult,Foundation Doctor
1622,Medical & Dental,Consultant in Psychiatry - Elderly,
1623,Medical & Dental,Nwtworked Division,Specialty Registrar
1624,Medical & Dental,Consultant in Haematology,Consultant
1625,Medical & Dental,Congenital Cardiac Surgery,
1626,Medical & Dental,Consultant Physician,
1627,Medical & Dental,Respiratory Medicine/ Cystic Fibrosis,
1628,Medical & Dental,Intensive Care Medicine & Anaesthetics,Doctor - Other
1629,Medical & Dental,Clinical Fellow in Anaesthetics,Doctor - Other
1630,Medical & Dental,Oral and MaxilloFacial Surgery,Specialty Doctor
1631,Medical & Dental,Anaesthetics and Critical Care,Doctor - Other
1632,Medical & Dental,Medical Dermatology,Specialty Registrar
1633,Medical & Dental,Older Persons Mental Health Psychiatry,
1634,Medical & Dental,Medical Ophthalmology,
1635,Medical & Dental,NNU,Specialty Registrar
1636,Medical & Dental,Trauma and Orthoapedics,Doctor - Other
1637,Medical & Dental,Surgical and outpatients division,Doctor - Other
1638,Medical & Dental,ICU,Specialty Registrar
1639,Medical & Dental,Various,
1640,Medical & Dental,Radiology Speciality Doctor,Specialty Doctor
1641,Medical & Dental,Nuclear medicine,Specialty Registrar
1642,Medical & Dental,R&D,Specialty Registrar
1643,Medical & Dental,Consultant in Emergency Medicine,
1644,Medical & Dental,Various specialties,Doctor - Other
1645,Medical & Dental,Core Surgery,
1646,Medical & Dental,Plastic & Reconstructive Surgery,
1647,Medical & Dental,Burns and Plastics Specialist Trainee LAS,
1648,Medical & Dental,GUM and HIV,Consultant
1649,Medical & Dental,Cellular pathology,Consultant
1650,Medical & Dental,Bariatric Surgery,Specialty Registrar
1651,Medical & Dental,Cardiac Surgery,Doctor - Other
1652,Medical & Dental,Sexual and Reproductive Health,Consultant
1653,Medical & Dental,Oral Surgery,Specialty Registrar
1654,Medical & Dental,Paediatric Nephrology,Consultant
1655,Medical & Dental,GU medicine 56 Dean street,Doctor - Other
1656,Medical & Dental,Clinical Fellow ST1/2 in Trauma and Orthopaedics,Doctor - Other
1657,Medical & Dental,Obstetrics and Gynaecology,Doctor - Other
1658,Medical & Dental,Cardiothoracic surgery,
1659,Medical & Dental,Community Mental Health Team,Consultant
1660,Medical & Dental,Geriatric and General Medicine,Consultant
1661,Medical & Dental,Ambulatory Emergency Care,Specialty Registrar
1662,Medical & Dental,Office of the Medical Director,
1663,Medical & Dental,Vascular Surgery,Specialty Doctor
1664,Medical & Dental,Queen Square - Neuromuscular Service,
1665,Medical & Dental,Cellular Pathology,
1666,Medical & Dental,Child and Adolescent Forensic Psychiatry,
1667,Medical & Dental,ICU,
1668,Medical & Dental,AIM,
1669,Medical & Dental,HIV(Medical Virology),
1670,Medical & Dental,Adult Mental Health,Doctor - Other
1671,Medical & Dental,Respiratory - Lung Cancer,
1672,Medical & Dental,Peadiatrics,Consultant
1673,Medical & Dental,Renal Services,Doctor - Other
1674,Medical & Dental,Locum Consultant Anaesthetist,Consultant
1675,Medical & Dental,Immunology,Doctor - Other
1676,Medical & Dental,A&E,Consultant
1677,Medical & Dental,MSK Clinical Business Unit,Consultant
1678,Medical & Dental,Learning Disability Team,Specialty Doctor
1679,Medical & Dental,Gynae-oncology,
1680,Medical & Dental,Paediatric intensive care unit,
1681,Medical & Dental,Medical & Dental,Specialty Registrar
1682,Medical & Dental,Medical Education,Specialty Doctor
1683,Medical & Dental,Upper limb,
1684,Medical & Dental,obs and gynae,
1685,Medical & Dental,Radiology (MSK),Consultant
1686,Medical & Dental,Private Patients and Medical Education,
1687,Medical & Dental,Medicine Department,Doctor - Other
1688,Medical & Dental,CT1/2,Doctor - Other
1689,Medical & Dental,Quality Improvement,Specialty Registrar
1690,Medical & Dental,TASCC,Specialty Doctor
1691,Medical & Dental,Cardiology and Medicine,
1692,Medical & Dental,All Medical Specialties,Doctor - Other
1693,Medical & Dental,Clinical Oncologist,Consultant
1694,Medical & Dental,Consultant Clinical Oncologist,Consultant
1695,Medical & Dental,Gerontology and Frailty,
1696,Medical & Dental,Surgery and Medicine,
1697,Medical & Dental,Transplantation/HPB,Doctor - Other
1698,Medical & Dental,ST 3,
1699,Medical & Dental,Cardiac & Respiratory,Specialty Registrar
1700,Medical & Dental,Specialist Surgery,Consultant
1701,Medical & Dental,Paediatric Respiratory Medicine,
1702,Medical & Dental,Elective Orthopeadics,Doctor - Other
1703,Medical & Dental,Macmillan GP Facilitator,
1704,Medical & Dental,Urgent and Emergency Care,
1705,Medical & Dental,Genetics,Consultant
1706,Medical & Dental,Coastal IDT Youth and Adult Pathway,
1707,Medical & Dental,Learning Disability,
1708,Medical & Dental,Later Life Coastal IDT,
1709,Medical & Dental,Ipswich IDT Adult Pathway,
1710,Medical & Dental,Surgical,Foundation Doctor
1711,Medical & Dental,Geriatric & General (Internal) Medicine,Specialty Registrar
1712,Medical & Dental,Diabetes & Endocrinology,Specialty Doctor
1713,Medical & Dental,Specialised Clinical Services,Consultant
1714,Medical & Dental,Metabolic medicine,Consultant
1715,Medical & Dental,General Surgery/Urology,
1716,Medical & Dental,Major Trauma/Acute Care Surgery,Specialty Registrar
1717,Medical & Dental,Research - Neonatal Intensive Care,Specialty Registrar
1718,Medical & Dental,Diabetes,Consultant
1719,Medical & Dental,Neonates,Specialty Registrar
1720,Medical & Dental,Medical Dermatology (Cutaneous Allergy),Doctor - Other
1721,Medical & Dental,Cardiovascular Inherited Diseases,Specialty Registrar
1722,Medical & Dental,Buckinghamshire Mental Health,
1723,Medical & Dental,Occupational Medicine,
1724,Medical & Dental,Critial Care,Doctor - Other
1725,Medical & Dental,PLASTIC SURGERY,Specialty Registrar
1726,Medical & Dental,acute paeds,
1727,Medical & Dental,Heamatology,
1728,Medical & Dental,"Medical Paediatrics, London",Consultant
1729,Medical & Dental,HAEMATOLOGY,
1730,Medical & Dental,Clinical Diagnostics and Support Services,Consultant
1731,Medical & Dental,Adult Mental Health and Intellectual Disabilities,Consultant
1732,Medical & Dental,Diagnostics,Consultant
1733,Medical & Dental,OTOLARYNGOLOGY (ENT),Specialty Registrar
1734,Medical & Dental,Surgery & Anaesthetics Care Group,
1735,Medical & Dental,Lower GI,Specialty Doctor
1736,Medical & Dental,ST3+ Vascular,Specialty Registrar
1737,Medical & Dental,Operations,
1738,Medical & Dental,Operations,Consultant
1739,Medical & Dental,ITU / Anaesthesia,Specialty Registrar
1740,Medical & Dental,Men's Low Secure,Consultant
1741,Medical & Dental,Neonatal Department,Doctor - Other
1742,Medical & Dental,HPB,Doctor - Other
1743,Medical & Dental,Paediatric Immunology/Allergy,
1744,Medical & Dental,ICU and Anaesthetics,Consultant
1745,Medical & Dental,General and Interventional Cardiology,Specialty Registrar
1746,Medical & Dental,General Medical Services,
1747,Medical & Dental,Paediatric,Doctor - Other
1748,Medical & Dental,Neurosurgery Medical Staffing,
1749,Medical & Dental,Geriatrician,Doctor - Other
1750,Medical & Dental,Acute medicine,Doctor - Other
1751,Medical & Dental,Undergraduate Teaching Academy,Doctor - Other
1752,Medical & Dental,Consultant Psychiatrist - Birkenhead Adult Mental Health and Wirral Access Service,
1753,Medical & Dental,Vascular,Doctor - Other
1754,Medical & Dental,Paediatric Neurology,
